,key_value,label,ontology_mapping
75,"{'BioSampleModel': 'Generic', 'cell line': 'SGBS', 'cell type': 'pre-adipocyte', 'culture media': 'SGBS pre-adipocytes were grown in DMEM/F12 medium supplemented with 10% fetal calf serum (FCS), 1.7 mM panthotenat, 3.3 mM biotin and 1% penicillin/streptomycin', 'differentiation days': '0', 'passages': '42-46', 'source_name': 'human pre-adipocyte'}",cell_line,"['CVCL:GS28', 'EFO:0000322', 'UBERON:0001977', 'CL:0002334', 'CL:0000010']"
76,"{'BioSampleModel': 'Generic', 'cells': 'K562', 'shRNA expression': 'yes, targeting SRF', 'source_name': 'SL2934', 'treatment': 'Puromycin, doxycycline'}",cell_line,['EFO:0000727']
77,"{'BioSampleModel': 'Generic', 'cell type': 'CD4+ T cells', 'source_name': 'CD4+ T cells', 'treatment': 'JQ1 treated'}",primary_cells,"['CL:0000738', 'EFO:0000727', 'CL:0000084', 'CL:0000624', 'CL:0000542', 'CL:0000988']"
78,"{'BioSampleModel': 'Generic', 'source_name': 'Psoriasis_skin', 'tissue type': 'lesional psoriatic skin'}",tissue,"['EFO:0000701', 'DOID:8893', 'EFO:0000676', 'EFO:0000408', 'UBERON:0000014', 'EFO:0000962']"
79,"{'cell line': 'MCF7', 'cell state': 'AKT1 WT', 'cell type': 'breast adenocarcinoma', 'source_name': 'MCF7 breast adenocarcinoma cells, DMSO treated'}",cell_line,"['EFO:0006858', 'UBERON:0000310', 'DOID:3458', 'EFO:0001203', 'UBERON:0000175', 'UBERON:0003100', 'EFO:0000228', 'EFO:0000304', 'EFO:0000305', 'CVCL:0031', 'EFO:0000322', 'CL:0000010', 'EFO:0000616', 'DOID:4', 'EFO:0000408', 'EFO:0001272', 'EFO:0000311', 'EFO:0000313', 'EFO:0003156', 'UBERON:0007023', 'UBERON:0001911', 'DOID:14566', 'DOID:299']"
80,"{'BioSampleModel': 'Generic', 'cell source': 'ATCC  CRL-11268™', 'cell type': 'HEK293T', 'genotype': 'wild type', 'source_name': 'miApoB', 'tissue': 'Kidney'}",cell_line,"['CVCL:0063', 'EFO:0001184', 'UBERON:0007220', 'UBERON:0002113', 'CL:0000010', 'EFO:0001082', 'UBERON:0002120', 'UBERON:0000323']"
81,"{'BioSampleModel': 'Generic', 'clinical characteristics': 'Distal normal liver tissue of liver hemangioma', 'source_name': 'Human Normal Liver Tissue', 'tissue': 'liver', 'tumor stage': 'Normal liver'}",tissue,"['EFO:0000616', 'DOID:255', 'EFO:0000408', 'EFO:0002422', 'EFO:1000635', 'DOID:14566', 'UBERON:0002107']"
82,"{'BioSampleModel': 'Generic', 'cell line': 'BC-1', 'source_name': 'primary effusion lymphoma cell line BC-1'}",cell_line,"['CL:0000236', 'UBERON:0003101', 'EFO:0000408', 'EFO:0000616', 'EFO:0000311', 'CVCL:1079', 'EFO:1000491', 'DOID:4', 'EFO:0001642', 'EFO:0000540', 'EFO:0000574', 'DOID:0060058', 'DOID:14566', 'EFO:0000322', 'CL:0000010', 'EFO:0002044']"
83,"{'analyte type': 'RNA', 'biospecimen repository': 'NCI_SMO_BRAF_Mutations', 'biospecimen repository sample id': 'A73U04XZQ', 'body site': 'Maxilla', 'gap_accession': 'phs000739', 'gap_consent_code': '1', 'gap_consent_short_name': 'GRU-MDS', 'gap_sample_id': '1252686', 'gap_subject_id': '973957', 'histological type': 'Plexiform', 'is tumor': 'Yes', 'molecular data type': 'RNA_Seq (NGS)', 'sex': 'female', 'study design': 'Case Set', 'study disease': 'Ameloblastoma', 'study name': 'Identification of Recurrent SMO and BRAF Mutations in Ameloblastomas', 'subject is affected': 'Yes', 'submitted sample id': 'A73U04XZQ', 'submitted subject id': '1', 'submitter handle': 'NCI_SMO_BRAF_Mutations'}",tissue,"['EFO:0000616', 'UBERON:0003100', 'DOID:14566', 'EFO:0000408', 'UBERON:0002397']"
84,"{'BioSampleModel': 'Generic', 'cell line': 'HeLa', 'source_name': 'HeLa', 'treated with': 'puromycoin'}",cell_line,"['EFO:0001185', 'UBERON:0003100', 'EFO:0000228', 'CVCL:0030', 'DOID:299', 'DOID:4', 'EFO:0000408', 'EFO:0003150', 'UBERON:0000002', 'EFO:0000322', 'CL:0000010']"
85,"{'BioSampleModel': 'Generic', 'cell type': 'CD19+ B-cells', 'source_name': 'CLL primary B-cells', 'tissue': 'Tumor', 'tissues': 'Blood'}",primary_cells,"['EFO:0000095', 'CL:0000988', 'EFO:0000616', 'EFO:0000311', 'EFO:0001642', 'UBERON:0000178', 'CL:0000236', 'EFO:0005803', 'CL:0000738', 'DOID:1040', 'EFO:0000408', 'CL:0000542', 'EFO:0000565', 'EFO:0000540', 'DOID:14566', 'CL:0000945']"
86,"{'cell type': 'endothelial', 'culture medium': 'F99', 'imortalization': 'telemorase', 'source_name': 'corneal endothelial cell line'}",cell_line,"['EFO:0000322', 'CL:0000132', 'CL:0000010', 'UBERON:0004852']"
87,"{'cell type': 'Purified normal B cells', 'genotype': 'Normal', 'source_name': 'Purified normal B cells'}",primary_cells,"['CL:0000236', 'CL:0000738', 'CL:0000988', 'CL:0000945', 'CL:0000542']"
88,"{'BioSampleModel': 'Generic', 'cell line': 'A2058', 'source_name': 'A2058 human melanoma'}",cell_line,"['DOID:1909', 'EFO:0000962', 'UBERON:0003101', 'EFO:0000756', 'UBERON:0000029', 'CVCL:1059', 'EFO:0000616', 'EFO:0000311', 'DOID:4', 'EFO:0003156', 'UBERON:0007023', 'EFO:0000408', 'UBERON:0000014', 'DOID:14566', 'EFO:0000322', 'CL:0000010', 'EFO:0001272']"
89,"{'human cell line': 'HeLa-S3 (ATCC CCL-2.2)', 'organism': 'mixed sample (human cell line HeLa-S3 + Salmonella typhimurium SL1344)', 'source_name': 'cell culture infection model', 'strain': 'Salmonella typhimurium SL1344'}",cell_line,"['EFO:0002791', 'CVCL:0058', 'CL:0000010', 'EFO:0000322']"
90,"{'BioSampleModel': 'Generic', 'biomaterial_provider': 'http', 'cell type': 'EBV transformed peripheral blood B lymphocytes', 'individual': 'NA12893', 'source_name': 'lymphoblastoid cell lines (LCL)'}",cell_line,"['EFO:0005292', 'CL:0000738', 'UBERON:0000178', 'CL:0000236', 'CL:0000542', 'CL:0000988', 'CL:0000945']"
91,"{'BioSampleModel': 'Human', 'age': 'not applicable', 'biomaterial_provider': 'Landthaler Lab', 'cell_line': 'HEK293', 'experiment': 'APOBEC3 (B,C,F) knockdown 1', 'isolate': 'HEK293', 'sex': 'not determined', 'tissue': 'Embryonic Kidney', 'treatment': 'APOBEC3 (B,C,F) knockdown'}",cell_line,"['EFO:0001182', 'CVCL:0045', 'EFO:0000322', 'EFO:0000727', 'UBERON:0002113', 'EFO:0002694', 'CL:0000010']"
92,"{'BioSampleModel': 'Generic', 'cell type': 'ES-RPE', 'parental cell line': 'H9', 'source_name': 'ES-RPE'}",in_vitro_differentiated_cells,"['UBERON:0001782', 'EFO:0000322', 'CVCL:9773', 'EFO:0003045', 'CL:0000010']"
93,"{'BioSampleModel': 'Generic', 'cell line': 'RWPE1', 'cell type': 'benign prostate epithelial cells', 'overexpressing': 'truncated ERG', 'passages': '20', 'source_name': 'RWPE1-ERG prostate epithelial cell line'}",cell_line,"['UBERON:0003101', 'CL:0002231', 'EFO:0000322', 'EFO:0003156', 'UBERON:0007023', 'EFO:0002323', 'UBERON:0002367', 'CVCL:3791', 'CL:0000066', 'CL:0000010', 'EFO:0001272']"
94,"{'BioSampleModel': 'Generic', 'cell line': 'K562', 'cell type': 'Human erythromyeloblastoid leukemia cells', 'source_name': 'Human bone marrow, chronic myelogenous leukemia', 'treated with': '300ul of DMS to 15mls of cells'}",cell_line,"['EFO:0000339', 'UBERON:0003100', 'DOID:1240', 'EFO:0000616', 'EFO:0000565', 'EFO:0000311', 'UBERON:0002371', 'DOID:4', 'EFO:0001642', 'DOID:8552', 'EFO:0000540', 'EFO:0000408', 'EFO:0002067', 'DOID:14566', 'EFO:0000322', 'CL:0000010', 'CVCL:0004']"
95,"{'BioSampleModel': 'Generic', 'cell type': 'HUVEC', 'source_name': 'Endothelial', 'tissue': 'umbilical vein/vascular endothelium', 'treatment': 'siRNA control'}",cell_line,"['EFO:0000727', 'UBERON:0001986', 'UBERON:0002066', 'UBERON:0001638', 'UBERON:0004852', 'CL:0000115']"
96,"{'screening chemicals': 'glucosamine', 'source_name': 'H1 human embryonic stem cell derived neural progenitor cells, endothelial cells, mesenchymal stem cells, and microglia/macrophage precursors'}",in_vitro_differentiated_cells,"['CL:0000738', 'CL:0000878', 'CL:0000134', 'CL:0000766', 'CL:0000864', 'CL:0000129', 'CL:0000047', 'CL:0000235', 'CL:0000034', 'CL:0002322', 'CL:0000988', 'CL:0000115']"
97,"{'BioSampleModel': 'Generic', 'source_name': 'Lung tissue'}",tissue,"['UBERON:0002048', 'UBERON:0000170']"
98,"{'BioSampleModel': 'Generic', 'cell line': 'HeLa', 'source_name': 'HeLa cells', 'tissue': 'Cervical Cancer', 'transfection': 'lentivirus carrying control shRNA'}",cell_line,"['EFO:0001185', 'UBERON:0003100', 'EFO:0000228', 'CVCL:0030', 'DOID:299', 'EFO:0000311', 'EFO:0000726', 'DOID:4', 'DOID:4362', 'EFO:0000408', 'EFO:0003150', 'DOID:162', 'UBERON:0000002', 'DOID:14566', 'EFO:0000616', 'CL:0000010', 'EFO:0000322']"
99,"{'BioSampleModel': 'Human', 'age': '54', 'biomaterial_provider': 'ATCC', 'cell_line': 'RWPE-1', 'cell_type': 'epithelial', 'isolate': 'RWPE-1 immortalized nontumorigenic prostate epithelial cell line', 'race': 'Caucasian', 'sample_type': 'cell culture', 'sex': 'male', 'tissue': 'prostate', 'treatment': 'RWPE-1 cells stably transduced with both pBabe and pLNCX-GFP vectors. Sorted for GFP.'}",cell_line,"['UBERON:0003101', 'CL:0002231', 'EFO:0000322', 'EFO:0000727', 'EFO:0003156', 'UBERON:0007023', 'EFO:0002323', 'UBERON:0002367', 'CVCL:3791', 'CL:0000066', 'CL:0000010', 'EFO:0001272']"
100,"{'BioSampleModel': 'Generic', 'pathology': 'renal clear cell', 'source_name': 'kidney cancer tissue', 'tissue': 'kidney cancer', 'tumor stage': 'T2N0M0'}",tissue,"['EFO:0003865', 'DOID:263', 'EFO:0000616', 'DOID:162', 'EFO:0000311', 'DOID:4', 'EFO:0003086', 'EFO:0000408', 'EFO:0000349', 'DOID:14566']"
101,"{'source_name': 'human brain reference RNA (HBRR) with ERCC control RNAs', 'tissue type': 'brain'}",tissue,['UBERON:0000955']
102,"{'BioSampleModel': 'Generic', 'age': '16 years old', 'source_name': 'primary bone marrow derived mesenchymal progenitor cells', 'tissue': 'primary bone marrow derived mesenchymal progenitor cells'}",stem_cells,"['CL:0000134', 'UBERON:0002371']"
103,"{'cell type': 'iPSC-derived neurons', 'genotype': 'CHD8+/-', 'source_name': 'Neuron'}",in_vitro_differentiated_cells,"['CL:0002371', 'CL:0000034', 'CL:0002248', 'CL:0000540', 'CL:0000723', 'EFO:0004905']"
104,"{'BioSampleModel': 'Generic', 'cell line': 'breast cancer cell line MCF-7/TAMR-4', 'genotype': 'tamoxifen resistant', 'source_name': 'Breast cancer cell line'}",cell_line,"['EFO:0000616', 'EFO:0000311', 'DOID:1612', 'CVCL:1D42', 'EFO:0002885', 'EFO:0000408', 'DOID:162', 'DOID:14566', 'EFO:0000322', 'CL:0000010']"
105,"{'BioSampleModel': 'Generic', 'biological replicate': '2', 'source_name': 'HEK293T17 cell culture'}",cell_line,[]
106,"{'cell type': 'umbilical cord blood hematopoietic stem cells', 'source_name': 'umbilical cord blood hematopoietic stem cells'}",in_vitro_differentiated_cells,"['UBERON:0000178', 'UBERON:0012168', 'CL:0000034', 'CL:2000095', 'CL:0000037', 'CL:0000988']"
107,"{'analyte type': 'RNA', 'biospecimen repository': 'NCI_TARGET', 'biospecimen repository sample id': 'TARGET-10-PAKTAL-03A-01R', 'body site': 'Primary Blood Derived Cancer - Bone Marrow', 'gap_accession': 'phs000463', 'gap_consent_code': '1', 'gap_consent_short_name': 'PCR', 'gap_sample_id': '563696', 'gap_subject_id': '466567', 'histological type': 'ALL', 'is tumor': 'Yes', 'molecular data type': 'RNA_Seq (NGS)', 'sex': 'female', 'study design': 'Tumor vs. Matched-Normal', 'study name': 'TARGET', 'submitted sample id': 'TARGET-10-PAKTAL-03A-01R', 'submitted subject id': 'TARGET-10-PAKTAL', 'submitter handle': 'NCI_TARGET'}",tissue,"['UBERON:0003100', 'EFO:0000616', 'EFO:0000311', 'EFO:0000220', 'UBERON:0002371', 'UBERON:0000178', 'EFO:0000408', 'DOID:162', 'DOID:14566']"
108,"{'BioSampleModel': 'Generic', 'cell type': 'PBMC', 'days': '311', 'disease status': 'Recovery', 'source_name': 'blood cell'}",primary_cells,"['DOID:4', 'CL:0000081', 'CL:0000988', 'EFO:0000408']"
109,"{'cell type': 'beta', 'donor': 'ICRH025', 'source_name': 'pancreatic islets'}",primary_cells,['UBERON:0000006']
110,"{'biopsy site': ""Barrett's Oesophagus segment"", 'degree of dysplasia': 'Low Grade Dsyplasia', 'source_name': 'Endoscopic Biopsy'}",tissue,"['EFO:0000280', 'DOID:9206', 'EFO:0000408']"
111,"{'BioSampleModel': 'Generic', 'cell type': 'Glioblastoma', 'patient id': 'MGH31', 'source_name': 'Single cell mRNA-seq_MGH31', 'subtype': 'None'}",primary_cells,"['EFO:0000272', 'EFO:0000616', 'DOID:3068', 'EFO:0000311', 'EFO:0000408', 'EFO:0005543', 'DOID:14566', 'EFO:0000519']"
112,"{'BioSampleModel': 'Generic', 'cell line': 'MCF7', 'cell type': 'breast cancer', 'source_name': 'MCF7, siZNF217'}",cell_line,"['DOID:4', 'UBERON:0000175', 'UBERON:0003100', 'EFO:0000228', 'EFO:0000322', 'CVCL:0031', 'DOID:299', 'UBERON:0001911', 'EFO:0000311', 'DOID:162', 'DOID:1612', 'EFO:0003156', 'UBERON:0007023', 'EFO:0000408', 'EFO:0001203', 'UBERON:0000310', 'DOID:14566', 'EFO:0000616', 'CL:0000010', 'EFO:0001272']"
113,"{'biomaterial_provider': 'American Type Culture Collection', 'cell line': 'AsPC1', 'source_name': 'Pancreas'}",cell_line,"['DOID:4', 'UBERON:0003100', 'EFO:0000228', 'CVCL:0152', 'DOID:299', 'EFO:0002112', 'UBERON:0001264', 'EFO:0003156', 'EFO:0000408', 'UBERON:0007795', 'EFO:0000322', 'CL:0000010']"
114,"{'BioSampleModel': 'Generic', 'cell type': 'bone marrow CD34+ cells', 'disease status': 'myelodysplastic syndromes (MDS)', 'mds subtype': 'RCMD-RS', 'sf3b1 status': 'mutated', 'source_name': 'CD34+ cells, MDS, SF3B1 mutated'}",primary_cells,"['DOID:0050908', 'EFO:0000198', 'EFO:0000616', 'EFO:0000311', 'EFO:0001642', 'DOID:4', 'EFO:0005803', 'UBERON:0002371', 'DOID:0060469', 'EFO:0000540', 'DOID:14566', 'EFO:0000408']"
115,"{'BioSampleModel': 'Generic', 'cell line': 'HeLa', 'source_name': 'HeLa mRNA-seq'}",cell_line,"['EFO:0001185', 'UBERON:0003100', 'EFO:0000228', 'CVCL:0030', 'DOID:299', 'DOID:4', 'EFO:0000408', 'EFO:0003150', 'UBERON:0000002', 'EFO:0000322', 'CL:0000010']"
116,"{'cell line': 'ELF embryonic stem cell', 'pluripotency state': 'naïve', 'source_name': 'embryonic stem cell', 'treatment': 'none'}",stem_cells,"['EFO:0000322', 'UBERON:0035963', 'CL:0000034', 'CL:0002322', 'EFO:0001985', 'CL:0000010']"
117,"{'BioSampleModel': 'Generic', 'cell type': 'Prostate cancer cell line overexpressing ERa', 'passages': '4 to 5', 'source_name': 'VCaP ERa cell line'}",cell_line,"['EFO:0001639', 'EFO:0000616', 'EFO:0000311', 'DOID:10283', 'EFO:0007355', 'EFO:0000512', 'DOID:162', 'DOID:14566', 'EFO:0000322', 'CL:0000010', 'EFO:0000408']"
118,"{'BioSampleModel': 'Generic', 'cell type': 'primary human umbilical vein endothelial cells', 'infected with': 'a lentivirus containing human PR', 'passage': '4-6', 'source_name': 'primary HUVECs', 'treated with': 'none'}",cell_line,"['CL:0000115', 'CL:0000010']"
119,"{'cell type': 'HUVEC', 'culture condition': 'fluid shear stress 20 dyne/cm^2', 'source_name': 'HUVEC', 'treatment': 'EZH2 knock-down'}",cell_line,"['UBERON:0006314', 'EFO:0000696', 'EFO:0000727', 'CL:0000115']"
120,"{'cell_type': 'granulocytes', 'sex': 'male', 'tissue_type': 'blood'}",primary_cells,"['UBERON:0003101', 'CL:0000738', 'CL:0000766', 'UBERON:0000178', 'CL:0000094', 'CL:0000988']"
121,"{'BioSampleModel': 'Generic', 'cell type': 'cd44+ cells from BRCA2 mutation carrier', 'source_name': 'expression library from cd44+ cells from BRCA1 and BRCA2 mutation carriers', 'tissue': 'mammary gland'}",primary_cells,"['UBERON:0002530', 'UBERON:0001911']"
122,"{'BioSampleModel': 'Generic', 'cell type': 'lymphoblastoid cell line', 'chip antibody': 'N/A', 'source_name': 'LCL'}",cell_line,['EFO:0005292']
123,"{'cell line': 'HepG2', 'cell type': 'Hepatocellular Carcinoma', 'source_name': 'HepG2 cells'}",cell_line,"['EFO:0001187', 'DOID:684', 'UBERON:0003101', 'EFO:0006858', 'CVCL:0027', 'EFO:0003769', 'EFO:0001421', 'EFO:0000182', 'EFO:0000311', 'EFO:0000313', 'DOID:4', 'EFO:0003156', 'DOID:305', 'EFO:0000408', 'UBERON:0002107', 'DOID:14566', 'EFO:0000616', 'CL:0000010', 'EFO:0000322']"
124,"{'BioSampleModel': 'Generic', 'cell line': 'HEK293', 'cell line stably expressing': 'HIS/FLAG/HA-tagged CAPRIN1', 'culture medium': 'DMEM', 'par-clip antibody': 'FLAG', 'source_name': 'HEK293 cell culture'}",cell_line,"['EFO:0001182', 'CVCL:0045', 'EFO:0000322', 'UBERON:0002899', 'UBERON:0002113', 'CL:0000010']"
125,"{'BioSampleModel': 'Generic', 'age': '31 years', 'cell line': 'HeLa S3', 'genotype': 'hOXR1 knockdown', 'source_name': 'HeLa cell line', 'tissue': 'cervix', 'treatment': '0.5 mM H2O2'}",cell_line,"['EFO:0001185', 'UBERON:0003100', 'EFO:0000228', 'CVCL:0058', 'CVCL:0030', 'DOID:299', 'EFO:0000727', 'EFO:0002791', 'DOID:4', 'UBERON:0007023', 'EFO:0000408', 'EFO:0003150', 'UBERON:0000002', 'EFO:0000322', 'CL:0000010', 'EFO:0001272']"
126,"{'BioSampleModel': 'Generic', 'cell line': 'GM12878', 'labexpid': '12819', 'source_name': 'GM12878'}",cell_line,"['CVCL:7526', 'EFO:0000322', 'EFO:0002784', 'CL:0000010']"
127,"{'BioSampleModel': 'Generic', 'binding/selection': 'Fragmentented & 2x Poly(A) selected ds-cDNA', 'cell line': 'HCT116', 'sample type': 'human colon carcinoma cell line established from the primary colon carcinoma of an adult man', 'source_name': 'HCT116', 'technique': 'ds-cDNA-sequencing'}",cell_line,"['EFO:0004288', 'UBERON:0003101', 'EFO:0006858', 'EFO:0000408', 'UBERON:0001155', 'EFO:0000322', 'EFO:0000311', 'EFO:0000616', 'EFO:0004187', 'EFO:0005842', 'EFO:0000313', 'DOID:4', 'EFO:0007330', 'UBERON:0007023', 'DOID:305', 'EFO:0002824', 'DOID:1520', 'DOID:14566', 'CVCL:0291', 'CL:0000010', 'EFO:0001272']"
128,"{'cell line': 'HeLa-S3', 'organism': 'Homo sapiens', 'treatment': 'Amanitin (RNA pol II inhibitor)'}",cell_line,"['EFO:0002791', 'EFO:0000727', 'CVCL:0058', 'CL:0000010', 'EFO:0000322']"
129,"{'BioSampleModel': 'Generic', 'GEO Accession': 'GSM1098574', 'cell type': 'Human Dermal Microvascular Endothelial Cells (Lonza)'}",cell_line,"['UBERON:0002067', 'CL:0000115', 'CL:2000008']"
130,"{'BioSampleModel': 'Generic', 'cell type': 'mural granulosa cells', 'etiology of infertility': 'male factor', 'source_name': 'mural granulosa cells', 'stimulation protocol': 'GnRH antagonist, rFSH, hCG'}",primary_cells,"['CL:0000501', 'DOID:5223', 'EFO:0000512', 'EFO:0000408', 'EFO:0000545']"
131,"{'BioSampleModel': 'Generic', 'genotype': 'wild type', 'source_name': 'Atypical Chronic Myeloid Leukemia cells'}",primary_cells,"['EFO:0000616', 'EFO:0000311', 'EFO:0001642', 'EFO:0005803', 'EFO:0002427', 'DOID:0060597', 'EFO:0000540', 'DOID:14566', 'EFO:0000408']"
132,"{'cell type': 'CD4+CD45RO+ T cells', 'diagnosis': 'Healthy control', 'source_name': 'Peripheral Blood', 'tissue': 'Peripheral Blood', 'treatment': 'JQ1(-)'}",primary_cells,"['CL:0000738', 'EFO:0000727', 'UBERON:0000178', 'CL:0000084', 'CL:0000542', 'CL:0000988']"
133,"{'BioSampleModel': 'Generic', 'cell type': 'peripheral blood mononuclear cells (PBMCs)', 'source_name': 'T16_Day 10 post-vaccine_PBMCs', 'subject id': 'T16', 'time point': 'Day 10 post-vaccine'}",primary_cells,"['CL:0000738', 'CL:0000842', 'CL:2000001', 'UBERON:0000178', 'CL:0000081', 'CL:0000988']"
134,"{'BioSampleModel': 'Generic', 'cell type': 'Farage cell line', 'source_name': 'Farage cell line', 'treatment': 'treated with 2uM GSK343 for 7 days'}",cell_line,"['CL:0000236', 'UBERON:0003100', 'UBERON:0000029', 'EFO:0000322', 'EFO:0000727', 'DOID:4', 'EFO:0003156', 'UBERON:0007023', 'EFO:0000408', 'CVCL:3302', 'EFO:0006393', 'EFO:0000574', 'DOID:0060058', 'CL:0000010', 'EFO:0001272']"
135,"{'BioSampleModel': 'Generic', 'cell_line': 'C4-4', 'disease': 'ovarian cancer', 'label': 'C4-4'}",cell_line,"['EFO:0000311', 'EFO:0000616', 'EFO:0003893', 'DOID:2394', 'DOID:4', 'EFO:0000408', 'DOID:162', 'DOID:14566', 'EFO:0000322', 'CL:0000010']"
136,"{'analyte type': 'selected small non-coding RNA', 'biospecimen repository': 'NICHD_IntellectualDisabilities', 'biospecimen repository sample id': 'S1.tRNA.3', 'body site': 'Skin/Dermal fibroblast', 'gap_accession': 'phs000645', 'gap_consent_code': '1', 'gap_consent_short_name': 'GRU', 'gap_sample_id': '1061260', 'gap_subject_id': '810275', 'molecular data type': 'RNA_Seq (NGS)', 'study design': 'Case-Control', 'study name': 'Location and Function of Cytosine-5 Methylation in RNA', 'subject is affected': 'No', 'submitted sample id': 'S1.tRNA.3', 'submitted subject id': '1', 'submitter handle': 'NICHD_IntellectualDisabilities'}",primary_cells,"['UBERON:0000014', 'EFO:0000962', 'CL:0002551', 'CL:0000057']"
137,"{'bd patient': 'no', 'cell type': 'Hippocampal dentate gyrus (DG) granule neurons', 'lithium treated': 'no', 'source_name': 'iPSC-derived hippocampal dentate gyrus granule neurons'}",in_vitro_differentiated_cells,"['UBERON:0001885', 'EFO:0003534', 'CL:0000034', 'CL:0002248', 'CL:0002371', 'CL:0000723', 'CL:0000540', 'EFO:0004905']"
138,"{'genotype': 'Healthy', 'source_name': 'brain', 'tissue': 'Frontal Cortex'}",tissue,"['UBERON:0000955', 'EFO:0003534', 'UBERON:0001870']"
139,"{'cell line': 'OVCAR8-ADR-Cas9', 'infected with sgrna': 'Awp12', 'source_name': 'Human ovarian cancer cell line'}",cell_line,"['EFO:0000311', 'EFO:0000616', 'EFO:0003893', 'DOID:2394', 'EFO:0002394', 'EFO:0000408', 'EFO:0005444', 'DOID:162', 'DOID:14566', 'EFO:0000322', 'CL:0000010', 'CVCL:1629']"
140,"{'BioSampleModel': 'Generic', 'cell type': 'HEK293T human embryonic kidney cell line', 'genotype/variation': 'overexpression of miR-146a', 'miRNA source': 'extracellular vesicles', 'source_name': 'HEK293T cell line'}",cell_line,"['CVCL:0063', 'EFO:0001184', 'EFO:0001182', 'CVCL:0045', 'UBERON:0007220', 'UBERON:0002113', 'UBERON:0002120', 'EFO:0001082', 'EFO:0000322', 'CL:0000010', 'UBERON:0000323']"
